Celebrity,Spouse,Start_Date,End_Date,End_Cause,Country,Occupation
David Schwimmer,Zoë Buckman,2010-01-01,2017-01-01,,United States,actor
Romain Rolland,Marie Romain Rolland,1934-01-01,,,France,musician
Debbie Reynolds,Richard Hamlett,1984-01-01,1996-01-01,,United States,actor
Mike Myers,Robin Ruzan,1993-01-01,2006-01-01,divorce,United States,actor
Malcolm McDowell,Margot Bennett,1975-04-21,1980-09-15,,United Kingdom,actor
Mike Myers,Robin Ruzan,1993-01-01,2006-01-01,divorce,United Kingdom,actor
Hilary Duff,Matthew Koma,2019-01-01,,,United States,actor
Vanessa Hudgens,Cole Tucker,2023-01-01,,,United States,actor
Emir Kusturica,Maja Kusturica,,,,Socialist Federal Republic of Yugoslavia,actor
Emir Kusturica,Maja Kusturica,,,,Socialist Federal Republic of Yugoslavia,musician
Diego Maradona,Claudia Villafañe,1989-11-07,2003-01-01,,Argentina,actor
John Cage,Xenia Cage,1935-01-01,1945-01-01,,United States,musician
Cary Grant,Virginia Cherrill,1934-02-09,1935-01-01,,United States,actor
Cary Grant,Virginia Cherrill,1934-02-09,1935-01-01,,United Kingdom,actor
Olivia de Havilland,Marcus Goodrich,1946-08-26,1953-01-01,,United States,actor
Amr Diab,Dina El Sherbiny,2018-01-01,2020-01-01,,Egypt,actor
Olivia de Havilland,Marcus Goodrich,1946-08-26,1953-01-01,,United Kingdom,actor
Leni Riefenstahl,Horst Kettner,2003-01-01,2003-09-08,death of subject,Germany,actor
Ray Liotta,Michelle Grace,1997-01-01,2004-01-01,divorce,United States,actor
Whoopi Goldberg,Alvin Martin,1973-01-01,1979-01-01,,United States,actor
Ingmar Bergman,Gun Bergman,1951-01-01,1959-01-01,,Sweden,actor
Ed Asner,Nancy Sykes,1959-01-01,1988-01-01,divorce,United States,actor
Debbie Reynolds,Harry Karl,1960-01-01,1973-01-01,,United States,actor
Harrison Ford,Mary Marquardt,1964-01-01,1979-01-01,,United States,actor
Mike Myers,Robin Ruzan,1993-01-01,2006-01-01,divorce,Canada,actor
David Niven,Hjördis Genberg,1948-01-14,,,United Kingdom,actor
Billy Zane,Lisa Collins,1989-04-02,1995-12-08,,United States,actor
Manny Pacquiao,Jinkee Pacquiao,,,,Philippines,actor
Emir Kusturica,Maja Kusturica,,,,Serbia,actor
Olivia de Havilland,Marcus Goodrich,1946-08-26,1953-01-01,,France,actor
Emir Kusturica,Maja Kusturica,,,,Serbia,musician
Richard Burton,Suzy Miller,1976-08-21,1982-01-01,,United Kingdom,actor
William Herschel,Mary Baldwin,1788-01-01,,,United Kingdom of Great Britain and Ireland,musician
Ellen Burstyn,Neil Nephew,1964-01-01,1972-01-01,,United States,actor
Peter Ustinov,Isolde Denham,1940-01-01,1950-01-01,,United Kingdom,actor
Robert Redford,Lola Van Wagenen,1958-09-12,1985-11-12,divorce,United States,actor
Frances McDormand,Joel Coen,1984-01-01,,,United States,actor
Dustin Hoffman,Anne Byrne,1969-05-04,1980-01-01,,United States,actor
Vanessa Williams,Ramon Hervey II,1987-01-01,1997-01-01,divorce,United States,actor
Matt Damon,Luciana Bozán Barroso,2005-12-09,,,United States,actor
Slavoj Žižek,Jela Krečič,2013-01-01,,,Slovenia,actor
Eric Cantona,Isabelle Ferrer,,,,France,actor
Peter Finch,Yolande Turner,,,,United Kingdom of Great Britain and Ireland,actor
Emir Kusturica,Maja Kusturica,,,,France,actor
Emir Kusturica,Maja Kusturica,,,,France,musician
Ornella Muti,Alessio Orano,1975-01-01,1981-01-01,,Italy,actor
Anggun,Cyril Montana,2010-06-01,2015-01-01,,Indonesia,actor
Anna Netrebko,Yusif Eyvazov,2015-12-29,2024-06-26,,Austria,actor
John Huston,Enrica Soma,1950-03-01,1969-01-29,death of subject's spouse,United States,actor
Plácido Domingo,Marta Domingo,1962-08-01,,,Spain,actor
Leni Riefenstahl,Horst Kettner,2003-01-01,2003-09-08,death of subject,Sudan,actor
Rose McGowan,Davey Detail,2013-10-12,2016-01-01,,United States,actor
Gloria Grahame,Anthony Ray,1960-01-01,1974-01-01,,United States,actor
Anna Netrebko,Yusif Eyvazov,2015-12-29,2024-06-26,,Russia,actor
Debby Ryan,Josh Dun,2019-12-31,,,United States,actor
Brian Wilson,Melinda Ledbetter,1995-01-01,2024-01-30,death of subject's spouse,United States,actor
Brian Wilson,Melinda Ledbetter,1995-01-01,2024-01-30,death of subject's spouse,United States,musician
Kate Bosworth,Michael Polish,2013-01-01,2021-01-01,divorce,United States,actor
Carol Burnett,Joe Hamilton,1963-05-04,1984-01-01,divorce,United States,actor
Leonard Nimoy,Sandra Zober,1954-01-01,1987-01-01,divorce,United States,actor
Leonard Nimoy,Sandra Zober,1954-01-01,1987-01-01,divorce,United States,musician
Olivia de Havilland,Pierre Galante,1955-04-02,1979-01-01,,United States,actor
Olivia de Havilland,Pierre Galante,1955-04-02,1979-01-01,,United Kingdom,actor
James Stewart,Gloria Hatrick McLean,1949-01-01,1994-02-16,death of subject's spouse,United States,actor
Kristin Scott Thomas,François Olivennes,1987-01-01,2005-01-01,,United Kingdom,actor
Janet Jackson,Wissam Al Mana,2012-01-01,2017-01-01,marital separation,United States,actor
Rose McGowan,Davey Detail,2013-10-12,2016-01-01,,Italy,actor
Emma Stone,Dave McCary,2020-01-01,,,United States,actor
Ludacris,Eudoxie Mbouguiengue,2014-01-01,,,United States,actor
Rose McGowan,Davey Detail,2013-10-12,2016-01-01,,Mexico,actor
Janet Gaynor,Paul Gregory,1964-01-01,1984-01-01,,United States,actor
Douglas Adams,Jane Belson,1991-11-25,2001-05-11,death of subject,United Kingdom,musician
Dianna Agron,Winston Marshall,2016-10-15,2020-08-01,divorce,United States,actor
Alla Pugacheva,Mykolas Orbakas,1969-01-01,1973-01-01,,Russia,actor
François Truffaut,Madeleine Morgenstern,,,,France,actor
Olivia de Havilland,Pierre Galante,1955-04-02,1979-01-01,,France,actor
Maureen O'Hara,George H. Brown,1939-01-01,1940-01-01,,United States,actor
Whoopi Goldberg,David Claessen,1986-01-01,1988-01-01,,United States,actor
Matti Nykänen,Mervi Tapola,2004-01-01,2010-01-01,,Finland,athlete
Benedict Cumberbatch,Sophie Irene Hunter,2015-02-14,,,United Kingdom,actor
Kristin Scott Thomas,François Olivennes,1987-01-01,2005-01-01,,France,actor
Joseph Gordon-Levitt,Tasha McCauley,2014-12-20,,,United States,actor
Q219237,Lene Bausager,2003-01-01,,,United Kingdom,musician
Su Shi,Wang Fu,,,,Northern Song dynasty,musician
Natalie Wood,Richard Gregson,1969-01-01,1972-01-01,divorce,United States,actor
Seamus Heaney,Marie Devlin,,,,Ireland,actor
Josh Duhamel,Audra Mari,2022-01-01,,,United States,actor
Raquel Welch,Patrick Curtis,1967-01-01,1972-01-01,divorce,United States,actor
Whoopi Goldberg,Lyle Trachtenberg,1994-01-01,1995-01-01,,United States,actor
Bernard-Henri Lévy,Isabelle Doutreluingne,1967-01-01,1974-01-01,divorce,France,actor
Robin Williams,Susan Schneider,2011-10-22,2014-08-11,death of subject,United States,actor
Richard Burton,Suzy Miller,1976-08-21,1982-01-01,,United Kingdom of Great Britain and Ireland,actor
Maureen O'Hara,George H. Brown,1939-01-01,1940-01-01,,Ireland,actor
Stan Wawrinka,Ilham Wawrinka,2009-12-15,2015-01-01,divorce,Switzerland,actor
Emmy Rossum,Sam Esmail,2017-01-01,,,United States,actor
Liv Tyler,Royston Langdon,2003-03-25,2008-01-01,divorce,United States,actor
Mike Nichols,Annabel Davis-Goff,1975-01-01,1986-01-01,divorce,United States,actor
Ed Asner,Cindy Gilmore,1998-01-01,2015-01-01,divorce,United States,actor
Stan Laurel,Ida K. Laurel,1946-05-06,1965-02-23,death of subject,United Kingdom,actor
Jean Renoir,Dido Freire,1944-02-06,1979-02-12,,France,actor
"""Weird Al"" Yankovic",Suzanne Yankovic,2001-01-01,,,United States,actor
Caitlyn Jenner,Chrystie Scott,1972-01-01,1981-01-01,divorce,United States,actor
Brigitte Bardot,Bernard d'Ormale,1992-01-01,2025-12-28,death of subject,France,actor
Zsa Zsa Gabor,Jack Ryan,1975-01-21,1976-08-24,,Austria–Hungary,actor
Peter Ustinov,Hélène du Lau d'Allemans,1972-06-17,,,United Kingdom,actor
John Cale,Cynthia Wells,1971-01-01,1975-01-01,divorce,United Kingdom,actor
William Shatner,Gloria Rand,1956-08-12,1969-03-04,,United States,actor
George Clooney,Amal Clooney,2014-09-27,,,United States,actor
Justin Bieber,Hailey Bieber,2018-01-01,,,Canada,actor
Ben Kingsley,Angela Morant,1966-01-01,1976-01-01,,United Kingdom,actor
Peter Finch,Yolande Turner,,,,United Kingdom,actor
Milena Dravić,Vojislav Rakonjac Kokan,,1969-06-12,,Serbia,actor
Zsa Zsa Gabor,Jack Ryan,1975-01-21,1976-08-24,,United States,actor
John Cale,Risé Cale,1981-10-14,1997-01-01,divorce,United Kingdom,actor
Fred Astaire,Phyllis Livingston Potter,1933-07-12,1954-09-13,death of subject's spouse,United States,actor
Larry King,Julie Alexander,1989-01-01,1992-01-01,divorce,United States,actor
William Herschel,Mary Baldwin,1788-01-01,,,Kingdom of Great Britain,musician
Ludacris,Eudoxie Mbouguiengue,2014-01-01,,,Gabon,actor
Stellan Skarsgård,My Skarsgård,1976-02-28,2007-01-01,,Sweden,actor
Tina Turner,Erwin Bach,2013-07-01,2023-05-24,death of subject,United States,actor
Tina Turner,Erwin Bach,2013-07-01,2023-05-24,death of subject,United States,musician
Louis Malle,Anne-Marie Deschodt,1965-01-01,1967-01-01,,France,actor
Peter Finch,Yolande Turner,,,,Australia,actor
Anna Faris,Michael Barrett,2021-01-01,,,United States,actor
Reba McEntire,Narvel Blackstock,1989-01-01,2015-01-01,divorce,United States,actor
Steve Wozniak,Alice Robertson,1976-01-01,1980-01-01,,Poland,actor
Eliza Dushku,Peter Palandjian,2018-08-18,,,Albania,actor
Steve Wozniak,Janet Hill,2008-08-01,,,Poland,actor
Martin Scorsese,Laraine Marie Brennan,1965-01-01,1971-01-01,,Italy,actor
Tom Hardy,Sarah Ward,1999-01-01,2004-01-01,,United Kingdom,actor
Oliver Stone,Sun-jung Jung,1996-01-01,,,United States,actor
Patrick Stewart,Sunny Ozell,2013-09-07,,,United Kingdom,actor
Mads Mikkelsen,Hanne Jacobsen,,,,Kingdom of Denmark,actor
Don Rickles,Barbara Sklar,1965-01-01,2017-01-01,,United States,actor
Steve Wozniak,Suzanne Mulker,1990-01-01,2004-01-01,,Poland,actor
James Caan,Sheila Ryan,1976-01-12,1977-12-07,divorce,United States,actor
Martin Scorsese,Helen Schermerhorn Morris,1999-01-01,,,United States,actor
Pharrell Williams,Helen Lasichanh,2013-10-12,,,United States,musician
John Leguizamo,Yelba Osorio,1994-08-27,1996-01-01,,Colombia,actor
John Barry,Laurie Barry,1978-01-01,2011-01-01,,United States,musician
William Hurt,Heidi Henderson,1989-01-01,1992-01-01,divorce,United States,actor
Barry Bostwick,Sherri Jensen,1994-01-01,,,United States,actor
John Barry,Laurie Barry,1978-01-01,2011-01-01,,United Kingdom,musician
Josh Brolin,Alice Adair,1988-01-01,1994-01-01,,United States,actor
Sofía Vergara,Joe Gonzalez,1991-01-01,1993-01-01,divorce,Colombia,actor
Kim Kardashian,Damon Thomas,2000-01-01,2004-01-01,divorce,United States,actor
Pola Negri,Serge Mdivani,,,,Poland,actor
William Shatner,Elizabeth Martin,2001-01-01,2020-01-01,,United States,actor
Tony Curtis,Leslie Allen,1968-01-01,1982-01-01,,United States,actor
Oliver Stone,Sun-jung Jung,1996-01-01,,,France,actor
Reese Witherspoon,Jim Toth,2011-01-01,2023-01-01,divorce,United States,actor
Anil Kapoor,Sunita Kapoor,1984-05-19,,,India,actor
Oliver Stone,Elizabeth Burkit Cox,1981-01-01,1993-01-01,,United States,actor
Wes Craven,Mimi Craven,1984-01-01,1987-01-01,,United States,actor
Jackie Shroff,Ayesha Dutt,,,,India,actor
Jordana Brewster,Andrew Form,2007-01-01,,,United States,actor
Vanessa Williams,Jim Skrip,2015-01-01,2021-01-01,divorce,United States,actor
Martin Scorsese,Helen Schermerhorn Morris,1999-01-01,,,Italy,actor
Jordana Brewster,Andrew Form,2007-01-01,,,Brazil,actor
Larry Ellison,Nancy Wheeler Jenkins,1977-01-01,1978-01-01,divorce,United States,actor
Sarah Wayne Callies,Q22329648,2002-06-21,,,United States,actor
Téa Leoni,Neil Tardio Jr.,1991-01-01,1995-01-01,,United States,actor
Felicity Jones,Charles Guard,2018-01-01,,,United Kingdom,actor
Wes Craven,Iya Labunka,2004-01-01,2015-08-30,,United States,actor
Johnny Carson,Jody Morrill Wolcott,1949-01-01,1963-01-01,,United States,actor
Alexandra Daddario,Andrew Form,2022-01-01,,,United States,actor
Doutzen Kroes,Sunnery James,2010-01-01,,,Kingdom of the Netherlands,actor
James Avery,Barbara Avery,,,,United States,actor
Rutger Hauer,Heidi Merz,,,,Kingdom of the Netherlands,actor
William Shatner,Elizabeth Martin,2001-01-01,2020-01-01,,Canada,actor
Oliver Stone,Elizabeth Burkit Cox,1981-01-01,1993-01-01,,France,actor
Tom Hanks,Samantha Lewes,1978-01-24,1987-03-19,,Greece,actor
Larry King,Alene Akins,1961-01-01,1963-01-01,divorce,United States,actor
Preity Zinta,Gene Goodenough,2016-01-01,,,India,actor
Larry Ellison,Adda Quinn,1967-01-01,1974-01-01,,United States,actor
Terry Gilliam,Maggie Weston,1973-01-01,,,United States,actor
Terry Gilliam,Maggie Weston,1973-01-01,,,United Kingdom,actor
Kevin Hart,Torrei Hart,2003-01-01,2011-11-01,divorce,United States,actor
Laurence Fishburne,Hajna O. Moss,1985-01-01,1990-01-01,,United States,actor
Dean Martin,Jeanne Martin,1949-01-01,1973-01-01,,United States,actor
Christina Ricci,James Heerdegen,2013-01-01,2020-01-01,divorce,United States,actor
Simon Helberg,Jocelyn Towne,2007-01-01,,,United States,actor
Johnny Carson,Alexis Maas,1987-01-01,2005-01-01,,United States,actor
Katharine Hepburn,Ludlow Ogden Smith,1928-12-12,1934-01-01,divorce,United States,actor
Kevin Costner,Cindy Costner,1978-01-01,1994-01-01,divorce,United States,actor
Kevin Costner,Cindy Costner,1978-01-01,1994-01-01,divorce,United States,musician
Johnny Depp,Lori Allison,1983-01-01,1985-01-01,divorce,United States,actor
Johnny Depp,Lori Allison,1983-01-01,1985-01-01,divorce,United States,musician
Goran Višnjić,Eva Višnjić,1999-05-08,,,United States,actor
Goran Višnjić,Eva Višnjić,1999-05-08,,,Croatia,actor
Larry King,Sharon Lepore,1976-09-25,1983-01-01,divorce,United States,actor
Jean Reno,Nathalie Dyszkiewicz,1995-01-01,2001-01-01,,Spain,actor
Robert Zemeckis,Leslie Zemeckis,2001-01-01,,,United States,actor
Patrick Dempsey,Jillian Fink,,,,United States,actor
Simon Helberg,Jocelyn Towne,2007-01-01,,,France,actor
Manisha Koirala,Samrat Dahal,2010-01-01,2012-01-01,,Nepal,actor
Amy Winehouse,Blake Fielder-Civil,2007-01-01,2009-01-01,,United Kingdom,musician
Stephen Fry,Elliott Spencer,2015-01-01,,,United Kingdom,actor
Wim Wenders,Edda Köchl-König,1968-01-01,1974-01-01,,Germany,actor
Sharon Stone,"George Englund, Jr.",,,,United States,actor
Rebecca Hall,Morgan Spector,2015-01-01,,,United States,actor
Rebecca Hall,Morgan Spector,2015-01-01,,,United Kingdom,actor
Dionne Warwick,William Elliott,,,,United States,actor
Michael Bloomberg,Susan Brown,1975-01-01,1993-01-01,,United States,actor
Rutger Hauer,Ineke ten Cate,1985-01-01,,,Kingdom of the Netherlands,actor
Scarlett Johansson,Romain Dauriac,2014-01-01,2017-01-01,divorce,United States,actor
Johnny Carson,Joanna Holland,1972-01-01,1985-01-01,,United States,actor
Jean Reno,Nathalie Dyszkiewicz,1995-01-01,2001-01-01,,France,actor
Eliza Dushku,Peter Palandjian,2018-08-18,,,United States,actor
Elizabeth Hurley,Arun Nayar,2007-01-01,2011-01-01,,United Kingdom,actor
Jane Seymour,Geoffrey Planer,1977-01-01,1978-01-01,,United States,actor
Hugh Hefner,Mildred Williams,1949-01-01,1959-01-01,,United States,actor
Jane Seymour,Geoffrey Planer,1977-01-01,1978-01-01,,United Kingdom,actor
Jordana Brewster,Andrew Form,2007-01-01,,,Panama,actor
Udo Jürgens,Corinna Jürgens,1999-07-04,2006-01-01,divorce,Switzerland,actor
Larry King,Annette Kaye,1961-01-01,1961-01-01,divorce,United States,actor
Moira Kelly,Steve Hewitt,2000-01-01,,,United States,actor
John Leguizamo,Yelba Osorio,1994-08-27,1996-01-01,,United States,actor
Tony Curtis,Andrea Savio,1984-01-01,1992-01-01,,United States,actor
Julia Roberts,Daniel Moder,2008-01-01,,,United States,actor
Sofía Vergara,Joe Gonzalez,1991-01-01,1993-01-01,divorce,United States,actor
Rowan Atkinson,Sunetra Sastry,1990-01-01,2015-01-01,divorce,United Kingdom,actor
Will Smith,Sheree Zampino,1992-01-01,1995-01-01,,United States,actor
Johnny Carson,Joanne Copeland,1963-01-01,1972-01-01,,United States,actor
Stephen Fry,Elliott Spencer,2015-01-01,,,Austria,actor
Gilbert Gottfried,Dara Gottfried,2007-02-03,2022-04-12,death of subject,United States,actor
Lee Grant,Joseph Feur,,,,United States,actor
Hrithik Roshan,Sussanne Khan,2000-01-01,2014-01-01,divorce,India,actor
Geraldine Chaplin,Patricio Castilla,2006-01-01,,,Spain,actor
Larry King,Freda Miller,1952-01-01,1953-01-01,annulment,United States,actor
Jane Seymour,David Flynn,1981-01-01,1992-01-01,,United States,actor
Zoë Kravitz,Karl Glusman,2019-06-29,2021-01-02,divorce,United States,actor
Jane Seymour,David Flynn,1981-01-01,1992-01-01,,United Kingdom,actor
Geraldine Chaplin,Patricio Castilla,2006-01-01,,,United States,actor
Norodom Sihanouk,Phat Kanhol,1943-01-01,1944-01-01,,Cambodia,actor
Norodom Sihanouk,Phat Kanhol,1943-01-01,1944-01-01,,Cambodia,musician
Kevin Costner,Christine Baumgartner,2004-09-25,2023-01-01,divorce,United States,actor
Kevin Costner,Christine Baumgartner,2004-09-25,2023-01-01,divorce,United States,musician
Jean Reno,Genevieve Reno,1977-01-01,1995-01-01,,Spain,actor
Tony Curtis,Lisa Deutsch,1993-01-01,1994-01-01,,United States,actor
Udo Jürgens,Panja Jürgens,1964-01-01,1989-01-01,divorce,Switzerland,actor
Udo Jürgens,Corinna Jürgens,1999-07-04,2006-01-01,divorce,Austria,actor
Stellan Skarsgård,Megan Everett,2009-01-01,,,Sweden,actor
Steve Wozniak,Alice Robertson,1976-01-01,1980-01-01,,Serbia,actor
Wes Craven,Bonnie Broecker,1964-01-01,1969-01-01,,United States,actor
Steve Zahn,Robyn Peterman,,,,United States,actor
Steve Wozniak,Janet Hill,2008-08-01,,,Serbia,actor
Steve Wozniak,Alice Robertson,1976-01-01,1980-01-01,,United States,actor
Julianne Moore,John Gould Rubin,1986-05-03,1995-08-25,,United States,actor
Oliver Stone,Najwa Sarkis,1971-01-01,1977-01-01,,United States,actor
Lily Collins,Charlie McDowell,2021-01-01,,,United States,actor
Julianne Moore,John Gould Rubin,1986-05-03,1995-08-25,,United Kingdom,actor
Lily Collins,Charlie McDowell,2021-01-01,,,United Kingdom,actor
Aaron Sorkin,Julia Bingham,1996-01-01,2005-01-01,,United States,actor
Tom Hanks,Samantha Lewes,1978-01-24,1987-03-19,,United States,actor
Steve Wozniak,Janet Hill,2008-08-01,,,United States,actor
Chow Yun-fat,Jasmine Tan,1986-01-01,,,People's Republic of China,actor
Eddie Murphy,Nicole Mitchell Murphy,1993-01-01,2006-01-01,,United States,actor
Larry King,Alene Akins,1967-01-01,1972-01-01,divorce,United States,actor
Larry King,Francis Sutphin,1963-01-01,1967-01-01,divorce,United States,actor
Alan Rickman,Rima Horton,2012-01-01,2016-01-14,death of subject,United Kingdom,actor
Steve Wozniak,Suzanne Mulker,1990-01-01,2004-01-01,,Serbia,actor
Woody Allen,Harlene Susan Rosen,1956-01-01,1959-01-01,,United States,actor
Larry Ellison,Barbara Boothe,1983-01-01,1986-01-01,,United States,actor
Jean Reno,Genevieve Reno,1977-01-01,1995-01-01,,France,actor
Emmy Rossum,Justin Siegel,2008-01-01,2010-01-01,,United States,actor
Udo Jürgens,Panja Jürgens,1964-01-01,1989-01-01,divorce,Austria,actor
Martin Scorsese,Laraine Marie Brennan,1965-01-01,1971-01-01,,United States,actor
Steve Wozniak,Suzanne Mulker,1990-01-01,2004-01-01,,United States,actor
Oliver Stone,Najwa Sarkis,1971-01-01,1977-01-01,,France,actor
James Coburn,Paula Murad Coburn,,,,United States,actor
Tony Curtis,Jill Vandenberg,1998-01-01,2010-01-01,,United States,actor
Timothy Hutton,Q21523420,2000-01-01,2009-01-01,,United States,actor
Prince,Manuela Testolini,2001-12-01,2007-10-01,,United States,actor
Ingrid Bergman,Lars Schmidt,1958-01-01,1979-01-01,,Sweden,actor
Max von Sydow,Catherine Brelet,1997-04-30,2020-03-08,,France,actor
Steven Tyler,Teresa Barrick,1988-01-01,1991-01-01,divorce,United States,actor
Zsa Zsa Gabor,Michael O'Hara,1976-08-27,1983-01-01,,United States,actor
Armen Dzhigarkhanyan,Vitalina Tsymbalyuk-Romanovskaya,,,,United States,actor
"Meghan, Duchess of Sussex",Trevor Engelson,2011-08-16,2014-02-24,divorce,United States,actor
Feodor Chaliapin,Iole Tornaghi,1898-01-01,1938-04-12,death of subject,Russian Empire,actor
